anime_id,title,type,aired,premiered,studios,source,genres,rating,theme,anime_img_url
39699,King of Prism: Shiny Seven Stars,TV,"Apr 16, 2019 to Jul 2, 2019",Spring 2019,Tatsunoko Production,Original,Sports,PG-13 - Teens 13 or older,Music,https://cdn.myanimelist.net/images/anime/1649/100502.jpg
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,Special,1997,,Studio Deen,Manga,"Action, Comedy",PG-13 - Teens 13 or older,Police,https://cdn.myanimelist.net/images/anime/11/21617.jpg
33763,Yong Zhe Da Mao Xian 2nd Season,ONA,"Mar 25, 2016 to Oct 14, 2016",,CG Year,Original,"Adventure, Fantasy",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/6/81278.jpg
1519,Black Lagoon: The Second Barrage,TV,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,Madhouse,Manga,Action,R - 17+ (violence & profanity),,https://cdn.myanimelist.net/images/anime/3/83748.jpg
37752,Gonglyong Mecard,TV,"Nov 23, 2017 to Dec 27, 2018",Fall 2017,"None found, add some",Original,Adventure,PG - Children,,https://cdn.myanimelist.net/images/anime/1868/98715.jpg
21185,Baby Steps,TV,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Studio Pierrot,Manga,"Romance, Sports",PG-13 - Teens 13 or older,School,https://cdn.myanimelist.net/images/anime/5/63361.jpg
28655,PiKA PiKA,Movie,2006,,"None found, add some",Original,,G - All Ages,,https://cdn.myanimelist.net/images/anime/7/69169.jpg
35149,Zukkoke Sannin-gumi no Koutsuu Anzen,OVA,Not available,,"None found, add some",Unknown,Drama,G - All Ages,,https://cdn.myanimelist.net/images/anime/5/84758.jpg
37191,Yoninme no Ousama,Music,"Aug 7, 1967",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1874/90246.jpg
9855,Shujii no Inbou,OVA,"Feb 11, 2011 to May 13, 2011",,Y.O.U.C,Visual novel,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/1498/119721.jpg
10905,Ikoku Meiro no Croisée Picture Drama,Special,"Oct 26, 2011 to Mar 21, 2012",,Satelight,Manga,Slice of Life,G - All Ages,Historical,https://cdn.myanimelist.net/images/anime/3/30109.jpg
36661,Dahufa,Movie,"Jul 13, 2017",,Nice Boat Animation,Original,"Action, Adventure, Fantasy",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1927/106102.jpg
32808,Xiong Chumo: Duo Bao Xiong Bing,Movie,"Jan 17, 2014",,"None found, add some",Unknown,"Adventure, Comedy",PG - Children,,https://cdn.myanimelist.net/images/anime/10/78663.jpg
45653,Soredemo Ayumu wa Yosetekuru,TV,Jul 2022 to ?,Summer 2022,SILVER LINK.,Manga,"Comedy, Romance, Slice of Life",PG-13 - Teens 13 or older,School,https://cdn.myanimelist.net/images/anime/1566/116398.jpg
692,Dousou Kai,OVA,"Mar 27, 1998 to Dec 18, 1998",,Arms,Visual novel,"Romance, Hentai",Rx - Hentai,Harem,https://cdn.myanimelist.net/images/anime/1951/116056.jpg
45615,Deep Sea Tentacle,ONA,"Jul 16, 2007",,"None found, add some",Original,Avant Garde,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1318/111012.jpg
22449,Hello Kitty no Nagagutsu wo Naita Neko,OVA,"Dec 21, 2001",,"None found, add some",Unknown,Fantasy,G - All Ages,,https://cdn.myanimelist.net/images/anime/5/58667.jpg
242,Gokusen,TV,"Jan 7, 2004 to Mar 31, 2004",Winter 2004,Madhouse,Manga,"Comedy, Drama, Slice of Life",R - 17+ (violence & profanity),School,https://cdn.myanimelist.net/images/anime/6/25273.jpg
13831,Kamiusagi Rope 3 (ONA),ONA,"Feb 12, 2012 to May 22, 2012",,"None found, add some",Original,"Comedy, Slice of Life",G - All Ages,,https://cdn.myanimelist.net/images/anime/9/38511.jpg
20547,Top wo Nerae 2! Kagaku Kouza,Special,"Jun 22, 2012",,Gainax,Original,Sci-Fi,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/5/54555.jpg
7420,Byulbyul Iyagi,Movie,"Sep 23, 2005",,"None found, add some",Unknown,Drama,PG-13 - Teens 13 or older,Psychological,https://cdn.myanimelist.net/images/anime/3/17743.jpg
43541,Kan Men De Hei Gou,Movie,1983,,Shanghai Animation Film Studio,Original,,G - All Ages,,https://cdn.myanimelist.net/images/anime/1799/118407.jpg
37536,Maware Toro-Ika,Music,"Oct 1, 2013",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1427/92701.jpg
1629,Devilman Lady,TV,"Oct 10, 1998 to May 8, 1999",Fall 1998,TMS Entertainment,Manga,"Action, Drama, Horror",R+ - Mild Nudity,Psychological,https://cdn.myanimelist.net/images/anime/2/18370.jpg
381,Fushigi Yuugi: Dai Ni Bu,OVA,"May 25, 1997 to Oct 25, 1998",,Studio Pierrot,Manga,"Adventure, Drama, Fantasy, Romance",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1591/92444.jpg
45689,Abu Shui Qian Gushi,TV,2017 to ?,?,"None found, add some",Other,,PG - Children,,https://cdn.myanimelist.net/images/anime/1388/115444.jpg
23185,Chamebou Kuukijuu no Maki,Movie,"Aug 11, 1917",,"None found, add some",Original,Comedy,G - All Ages,,
29905,"Yasashii Fue, Tori, Ishi",Movie,2005,,"None found, add some",Original,Avant Garde,G - All Ages,,https://cdn.myanimelist.net/images/anime/2/71809.jpg
28637,Dreams,Movie,2011,,"None found, add some",Original,Avant Garde,R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/11/69151.jpg
37955,Mou Ichido Luminous,Music,"Jun 28, 2018",,SANZIGEN,Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1039/93159.jpg
31133,Shounen Sunday CM Gekijou: InuYasha-hen,Special,Nov 1996 to 2000,,"None found, add some",Manga,"Action, Fantasy",PG-13 - Teens 13 or older,Demons,https://cdn.myanimelist.net/images/anime/13/74768.jpg
40078,Popolocrois Monogatari Pilot,Special,"Mar 23, 2000",,"None found, add some",Game,"Adventure, Fantasy",G - All Ages,,https://cdn.myanimelist.net/images/anime/1382/105387.jpg
25257,Persona 4 the Animation: Mr. Experiment Shorts,Special,"Apr 1, 2013",,AIC ASTA,Unknown,Comedy,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/7/64957.jpg
40703,Melody Line,Music,"Jan 16, 2011",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1831/104335.jpg
3054,La Seine no Hoshi,TV,"Apr 4, 1975 to Dec 26, 1975",Spring 1975,Sunrise,Unknown,"Adventure, Drama",G - All Ages,Historical,https://cdn.myanimelist.net/images/anime/6/60815.jpg
12959,Ojousama☆Yomeiri Kousou!,OVA,"Oct 5, 2012 to Nov 30, 2012",,Studio Eromatick,Light novel,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/13/44696.jpg
98,Mai-HiME,TV,"Sep 30, 2004 to Mar 31, 2005",Fall 2004,Sunrise,Original,"Action, Comedy, Drama, Fantasy, Girls Love, Romance",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/13/7226.jpg
22467,Minihams no Ai no Uta,Music,"Feb 27, 2002",,"None found, add some",Unknown,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/13/58725.jpg
16646,Hanamaru Youchien: Panda Neko Taisou,Special,"May 26, 2010 to Aug 25, 2010",,Gainax,Manga,Comedy,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/11/44862.jpg
37590,Devilman: Crybaby - Digest Eizou,ONA,"Mar 24, 2018",,Science SARU,Manga,"Action, Horror, Supernatural",PG-13 - Teens 13 or older,Demons,https://cdn.myanimelist.net/images/anime/1959/91379.jpg
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,Special,"Sep 23, 2005",,Production I.G,Unknown,"Comedy, Sci-Fi",PG - Children,Mecha,https://cdn.myanimelist.net/images/anime/10/30203.jpg
34012,Isekai Shokudou,TV,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,SILVER LINK.,Light novel,"Fantasy, Gourmet, Slice of Life",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/3/86666.jpg
1151,Dominion,OVA,"May 27, 1988 to Aug 11, 1989",,Agent 21,Manga,"Comedy, Sci-Fi",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1450/110634.jpg
31234,Himouto! Umaru-chanS,Special,"Sep 16, 2015 to Feb 17, 2016",,Doga Kobo,Manga,"Comedy, Slice of Life",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/13/75074.jpg
2445,Maple Colors,OVA,"Dec 25, 2004 to Mar 25, 2005",,Image House,Visual novel,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/13/5771.jpg
48335,Canimals,TV,"Mar 2, 2011 to Aug 25, 2011",Spring 2011,"None found, add some",Original,Comedy,PG - Children,,https://cdn.myanimelist.net/images/anime/1533/114467.jpg
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,Special,"Feb 15, 2013",,"Satelight, A-1 Pictures",Manga,Fantasy,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/8/50101.jpg
35577,Gerotan,ONA,"Jun 16, 2002 to Oct 13, 2002",,"None found, add some",Original,Comedy,PG-13 - Teens 13 or older,,
15125,Teekyuu,TV,"Oct 7, 2012 to Dec 23, 2012",Fall 2012,MAPPA,Manga,"Comedy, Sports",PG-13 - Teens 13 or older,School,https://cdn.myanimelist.net/images/anime/1703/98658.jpg
28353,Henteko na Volunteer,OVA,1993,,"None found, add some",Unknown,"Drama, Slice of Life",G - All Ages,,https://cdn.myanimelist.net/images/anime/11/68489.jpg
39145,Sakura to Sakurin,OVA,2012,,"None found, add some",Original,,G - All Ages,,https://cdn.myanimelist.net/images/anime/1825/98612.jpg
3129,Kaibutsu-kun,TV,"Apr 21, 1968 to Mar 23, 1969",Spring 1968,"Studio Zero, Tokyo Movie",Manga,"Comedy, Horror",PG - Children,,https://cdn.myanimelist.net/images/anime/6/79850.jpg
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,Special,"Nov 24, 2008",,Studio Pierrot,Manga,"Adventure, Fantasy, Slice of Life, Supernatural",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/9/84685.jpg
32859,Boku wa Kimi wo Warawanai,Music,"Nov 2, 2013",,"None found, add some",Music,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/12/78769.jpg
824,Guardian Hearts,OVA,"May 23, 2003 to Nov 28, 2003",,Venet,Manga,"Comedy, Romance, Ecchi",R+ - Mild Nudity,School,https://cdn.myanimelist.net/images/anime/9/20741.jpg
4761,Tokyo Loop,Movie,"Dec 23, 2006",,"None found, add some",Original,"Avant Garde, Comedy",R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/8/24467.jpg
3081,Attacker You!,TV,"Apr 13, 1984 to Jun 21, 1985",Spring 1984,Knack Productions,Manga,"Action, Romance, Sports",R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/11/85676.jpg
39194,Shin Chuuka Ichiban!,TV,"Oct 12, 2019 to Dec 28, 2019",Fall 2019,"Production I.G, Nihon Ad Systems",Manga,"Comedy, Gourmet",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1195/116871.jpg
41120,Fugou Keiji: Balance:Unlimited,TV,"Apr 10, 2020 to Sep 25, 2020",Spring 2020,CloverWorks,Novel,"Comedy, Mystery",PG-13 - Teens 13 or older,Police,https://cdn.myanimelist.net/images/anime/1066/106556.jpg
34114,Kiraware Mono no Rasu,Movie,2012,,"None found, add some",Original,"Drama, Fantasy",G - All Ages,,https://cdn.myanimelist.net/images/anime/8/82093.jpg
35842,FLCL Alternative,Movie,"Sep 7, 2018",,"Production I.G, Nut, Revoroot",Original,"Action, Avant Garde, Comedy, Sci-Fi",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1494/93701.jpg
5560,Aoi Kokuhaku,OVA,"Feb 25, 2003",,Studio OX,Unknown,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/8/11510.jpg
1450,Brigadoon: Marin to Melan,TV,"Jul 21, 2000 to Feb 9, 2001",Summer 2000,Sunrise,Original,"Adventure, Comedy, Drama, Sci-Fi",PG-13 - Teens 13 or older,Mecha,https://cdn.myanimelist.net/images/anime/7/75820.jpg
27369,Eigo de Asobo: Tanken Goblin Tou,TV,"Apr 2, 1990 to Mar 29, 1991",Spring 1990,Gallop,Unknown,"Adventure, Comedy, Fantasy",PG - Children,,https://cdn.myanimelist.net/images/anime/5/66453.jpg
42585,Black Cat,Movie,1972,,"None found, add some",Original,Avant Garde,R - 17+ (violence & profanity),Music,https://cdn.myanimelist.net/images/anime/1322/108714.jpg
37851,Kamiusagi Rope x Wacoal,ONA,"Oct 5, 2016 to Sep 6, 2017",,"None found, add some",Original,"Comedy, Slice of Life",G - All Ages,,https://cdn.myanimelist.net/images/anime/1479/92749.jpg
36373,Pink Jumon,Music,"Feb 1, 2011",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/8/87797.jpg
4183,Uchuu Taitei God Sigma,TV,"Mar 19, 1980 to Feb 25, 1981",Spring 1980,Toei Animation,Unknown,Action,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/4/52303.jpg
9846,Attraction,ONA,"Nov 16, 2010",,Studio 4°C,Unknown,Mystery,G - All Ages,,https://cdn.myanimelist.net/images/anime/11/27263.jpg
28387,Joukamachi no Dandelion,TV,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,Production IMS,4-koma manga,"Comedy, Slice of Life",PG-13 - Teens 13 or older,Super Power,https://cdn.myanimelist.net/images/anime/11/82559.jpg
37982,Domestic na Kanojo,TV,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,Diomedéa,Manga,"Drama, Romance",R+ - Mild Nudity,School,https://cdn.myanimelist.net/images/anime/1021/95670.jpg
22179,Aki no Puzzle,Movie,2003,,"None found, add some",Original,Avant Garde,R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/10/73763.jpg
29503,Gararin to Gororin,Special,"Feb 15, 2006",,"None found, add some",Unknown,,PG - Children,Music,https://cdn.myanimelist.net/images/anime/11/78485.jpg
6838,Dekobou no Jidousha Ryokou,Movie,1934,,"None found, add some",Original,Adventure,G - All Ages,Cars,https://cdn.myanimelist.net/images/anime/2/15842.jpg
47254,Boku wa Boku wo Suki ni Naru,Music,"Jan 29, 2021",,"None found, add some",Original,,PG-13 - Teens 13 or older,Music,https://cdn.myanimelist.net/images/anime/1526/113830.jpg
30814,Landscape,Movie,2004,,"None found, add some",Original,Avant Garde,G - All Ages,,https://cdn.myanimelist.net/images/anime/2/74281.jpg
7459,The Collected Animations of ICAF (2001-2006),OVA,2006,,"None found, add some",Unknown,"Fantasy, Mystery",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/5/17822.jpg
47257,Shinigami Bocchan to Kuro Maid,TV,"Jul 4, 2021 to Sep 19, 2021",Summer 2021,J.C.Staff,Manga,"Comedy, Drama, Romance, Supernatural",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1471/115593.jpg
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,"Mar 4, 2000",,Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",PG - Children,Historical,https://cdn.myanimelist.net/images/anime/7/72426.jpg
43426,Taimanin Asagi: Toraware no Niku Ningyou,OVA,"Oct 30, 2020",,Teatro Nishi Tokyo Studio,Visual novel,"Supernatural, Hentai",Rx - Hentai,Demons,https://cdn.myanimelist.net/images/anime/1496/109753.jpg
17485,Kiki to Lala no Ohimesama ni Naritai,OVA,"Apr 21, 1993",,"None found, add some",Unknown,,G - All Ages,,https://cdn.myanimelist.net/images/anime/8/46709.jpg
3737,Usavich,TV,2006 to 2007,?,Kanaban Graphics,Original,"Adventure, Comedy",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/4/15660.jpg
49580,Shiawase nara Niku wo Morou! The Animation,ONA,"Feb 24, 2021",,"None found, add some",Manga,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/1046/117027.jpg
48701,Peleliu: Rakuen no Guernica,Unknown,Not available,,"None found, add some",Manga,Drama,None,,
3178,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,Movie,"Apr 8, 1989",,"None found, add some",Manga,"Action, Adventure, Fantasy, Horror, Supernatural",R - 17+ (violence & profanity),Demons,https://cdn.myanimelist.net/images/anime/6/38475.jpg
36274,Nyani ga Nyandaa Nyandaa Kamen no Yuukai Boushi: Miiko-chan Chanto Check!!,OVA,Not available,,"None found, add some",Original,,G - All Ages,,https://cdn.myanimelist.net/images/anime/7/87612.jpg
29984,Crayon Angel,Movie,1975,,"None found, add some",Original,Avant Garde,R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/3/71888.jpg
43584,Da Sao Chu,Movie,1985,,Shanghai Animation Film Studio,Original,,PG - Children,,https://cdn.myanimelist.net/images/anime/1711/118440.jpg
40415,Senkou Progress,Music,"May 16, 2019",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1438/105782.jpg
23609,Gaki Deka (OVA),OVA,"Nov 24, 1989",,"None found, add some",Unknown,"Comedy, Ecchi",R+ - Mild Nudity,Parody,https://cdn.myanimelist.net/images/anime/6/61475.jpg
41820,Himitsu,Music,"Apr 26, 2020",,Studio Gohan,Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1871/107273.jpg
44225,Norman the Snowman: Nagareboshi no Furu Yoru ni,Movie,2016,,Tecarat,Original,"Adventure, Fantasy",G - All Ages,,https://cdn.myanimelist.net/images/anime/1957/110425.jpg
46728,Babu Dou,TV,"Sep 2, 2013 to ?",?,"None found, add some",Original,,PG - Children,,https://cdn.myanimelist.net/images/anime/1407/115503.jpg
37560,Mannaka no Rikkun@Kin Tele,TV,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,Sakura Create,Manga,Comedy,G - All Ages,,https://cdn.myanimelist.net/images/anime/1206/91318.jpg
11689,CCW: Crazy Clay Wrestling,ONA,"Dec 8, 2007",,"None found, add some",Original,Sports,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/2/33509.jpg
2460,Maison Ikkoku: Kanketsu-hen,Movie,"Feb 6, 1988",,Ajia-Do,Manga,"Comedy, Drama, Romance",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/2/27059.jpg
8375,Chogattai Majutsu Robot Ginguiser,TV,"Apr 9, 1977 to Oct 22, 1977",Spring 1977,Nippon Animation,Unknown,"Adventure, Sci-Fi",PG-13 - Teens 13 or older,Mecha,https://cdn.myanimelist.net/images/anime/7/51471.jpg
40905,Tsuki no Buranko,Music,Oct 1984,,"None found, add some",Original,Romance,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1042/104921.jpg
36249,Kyak Kyak Kyak Flamenco,Music,2017,,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/6/87557.jpg
2892,Hakushon Daimaou,TV,"Oct 5, 1969 to Sep 27, 1970",Fall 1969,Tatsunoko Production,Original,"Comedy, Fantasy",G - All Ages,,https://cdn.myanimelist.net/images/anime/12/30200.jpg
50339,Kakegurui Twin,ONA,Aug 2022,,MAPPA,Manga,"Drama, Mystery",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1295/119323.jpg
44807,Ryuu to Sobakasu no Hime,Movie,"Jul 16, 2021",,Studio Chizu,Original,"Drama, Fantasy",None,Music,https://cdn.myanimelist.net/images/anime/1081/115716.jpg
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,TV,"Jan 22, 2012 to Mar 18, 2012",Winter 2012,"None found, add some",Unknown,Comedy,G - All Ages,,https://cdn.myanimelist.net/images/anime/2/37123.jpg
13715,Kennel Tokorozawa,OVA,"Feb 21, 1992",,"None found, add some",Manga,"Comedy, Ecchi",R+ - Mild Nudity,School,https://cdn.myanimelist.net/images/anime/8/38063.jpg
44942,Shuumatsu no Walküre,ONA,"Jun 17, 2021",,Graphinica,Manga,"Action, Drama, Supernatural",R - 17+ (violence & profanity),Super Power,https://cdn.myanimelist.net/images/anime/1456/115123.jpg
39407,Kuma-chan no Koutsuu Anzen,OVA,Not available,,"None found, add some",Original,,G - All Ages,,
39995,Super Senko-san Time Episode 12,Special,"Sep 25, 2019",,Doga Kobo,Web manga,"Comedy, Romance, Slice of Life, Supernatural",None,,https://cdn.myanimelist.net/images/anime/1861/101663.jpg
28571,Karugamo Oyako no Hi no Youjin,OVA,2005,,"None found, add some",Unknown,Drama,G - All Ages,,https://cdn.myanimelist.net/images/anime/13/68951.jpg
27603,Jutaijima,OVA,"Dec 19, 2014 to Jan 23, 2015",,T-Rex,Visual novel,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/1327/104089.jpg
5178,First Squad: The Moment of Truth,Movie,"May 13, 2009",,Studio 4°C,Original,"Action, Supernatural",R - 17+ (violence & profanity),,https://cdn.myanimelist.net/images/anime/10/15653.jpg
27579,Mii-chan no Tenohira,Movie,"May 29, 1993",,"None found, add some",Unknown,Drama,G - All Ages,Historical,https://cdn.myanimelist.net/images/anime/7/66783.jpg
18443,Field ni Soyogu Kaze,OVA,"Jul 25, 1997",,Toei Animation,Unknown,Sports,PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1628/112475.jpg
39799,Val x Love,TV,"Oct 5, 2019 to Dec 21, 2019",Fall 2019,Hoods Entertainment,Manga,"Comedy, Romance, Supernatural, Ecchi",R - 17+ (violence & profanity),,https://cdn.myanimelist.net/images/anime/1577/111404.jpg
2150,Tanoshii Muumin Ikka,TV,"Apr 12, 1990 to Oct 3, 1991",Spring 1990,Telescreen,Book,"Adventure, Comedy, Fantasy, Slice of Life",G - All Ages,,https://cdn.myanimelist.net/images/anime/13/26765.jpg
23151,Shounen Hollywood: Holly Stage for 49,TV,"Jul 6, 2014 to Sep 27, 2014",Summer 2014,Zexcs,Novel,Slice of Life,PG-13 - Teens 13 or older,Music,https://cdn.myanimelist.net/images/anime/4/63885.jpg
31830,Lilac (Bombs Jun Togawa),Music,"Sep 27, 2015",,Onionskin,Unknown,,PG - Children,Music,https://cdn.myanimelist.net/images/anime/2/76679.jpg
1258,Saint Seiya: Kamigami no Atsuki Tatakai,Movie,"Mar 12, 1988",,Toei Animation,Unknown,"Adventure, Sci-Fi",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1680/97668.jpg
9818,McDull: Boluo You Wang Zi,Movie,"Jun 24, 2004",,"None found, add some",Unknown,Comedy,G - All Ages,,https://cdn.myanimelist.net/images/anime/1200/112734.jpg
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,Special,"Jun 25, 1992",,Studio Deen,Unknown,"Comedy, Drama, Romance",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/8/69245.jpg
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,Special,"Jun 22, 2007",,OLM,Visual novel,"Comedy, Romance, Ecchi",PG-13 - Teens 13 or older,Harem,https://cdn.myanimelist.net/images/anime/13/25446.jpg
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,"Nov 25, 2017 to Dec 30, 2017",Fall 2017,Lay-duce,Music,"Comedy, Drama, Romance",PG-13 - Teens 13 or older,School,https://cdn.myanimelist.net/images/anime/2/89554.jpg
42820,Mug,Music,"Apr 24, 2020",,"None found, add some",Original,Avant Garde,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1808/109116.jpg
42484,Tsumamareru Koma,Movie,2010,,"None found, add some",Original,"Avant Garde, Drama",G - All Ages,,https://cdn.myanimelist.net/images/anime/1998/108550.jpg
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,Movie,"Jul 9, 1994",,Toei Animation,Manga,"Comedy, Sci-Fi",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1122/97475.jpg
3538,Dorei Kaigo,OVA,"Jan 24, 2003 to Jul 25, 2003",,Arms,Visual novel,Hentai,Rx - Hentai,,https://cdn.myanimelist.net/images/anime/13/41609.jpg
27943,Nano Invaders,TV,"Oct 10, 2014 to Oct 4, 2015",Fall 2014,"None found, add some",Original,"Action, Adventure",PG - Children,Super Power,https://cdn.myanimelist.net/images/anime/2/67729.jpg
38048,Oshiete♡Namie-sensei!,ONA,"Feb 5, 2018",,"None found, add some",Original,,G - All Ages,School,https://cdn.myanimelist.net/images/anime/1340/93239.jpg
8763,Hajime Ningen Gyatoruz,TV,"Oct 5, 1974 to Mar 27, 1976",Fall 1974,Tokyo Movie Shinsha,Manga,Comedy,PG-13 - Teens 13 or older,Historical,https://cdn.myanimelist.net/images/anime/7/24192.jpg
42681,Bremen no Muppet Musician,Music,"Dec 3, 2002",,"None found, add some",Original,,G - All Ages,Music,https://cdn.myanimelist.net/images/anime/1725/108884.jpg
50,Aa! Megami-sama! (TV),TV,"Jan 7, 2005 to Jul 8, 2005",Winter 2005,AIC,Manga,"Comedy, Romance, Supernatural",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/1976/99376.jpg
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV,"Jul 8, 2006 to Sep 30, 2006",Summer 2006,Satelight,Game,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",PG-13 - Teens 13 or older,,https://cdn.myanimelist.net/images/anime/10/76293.jpg
34497,Death March kara Hajimaru Isekai Kyousoukyoku,TV,"Jan 11, 2018 to Mar 29, 2018",Winter 2018,"SILVER LINK., Connect",Light novel,"Adventure, Fantasy",PG-13 - Teens 13 or older,Harem,https://cdn.myanimelist.net/images/anime/4/88911.jpg
23301,Pokemon XY: Mega Evolution,Special,"Apr 3, 2014 to Oct 29, 2015",,OLM,Game,"Action, Adventure, Comedy, Fantasy",PG - Children,,https://cdn.myanimelist.net/images/anime/12/60225.jpg
8743,Memory (ONA),ONA,Apr 2009,,"None found, add some",Unknown,"Drama, Sci-Fi, Slice of Life",PG-13 - Teens 13 or older,Military,https://cdn.myanimelist.net/images/anime/12/24150.jpg
48876,Yoru wa Honoka,Music,"Apr 30, 2021",,"None found, add some",Original,Supernatural,PG-13 - Teens 13 or older,Music,https://cdn.myanimelist.net/images/anime/1341/114716.jpg
13795,The Green Wind,Special,Oct 2004,,"None found, add some",Unknown,Fantasy,G - All Ages,,https://cdn.myanimelist.net/images/anime/2/38303.jpg
37272,Kujira no Kora wa Sajou ni Manabu!,Special,"Jan 26, 2018 to Mar 23, 2018",,J.C.Staff,Manga,"Comedy, Drama, Fantasy, Mystery",PG-13 - Teens 13 or older,School,https://cdn.myanimelist.net/images/anime/1857/90626.jpg
10827,Wizard Girl Ambitious,OVA,"Aug 26, 2011",,PoRO,Visual novel,"Fantasy, Hentai",Rx - Hentai,,https://cdn.myanimelist.net/images/anime/1913/112624.jpg
3256,Soukou Kihei Votoms: Pailsen Files,OVA,"Oct 26, 2007 to Aug 25, 2008",,The Answer Studio,Original,Sci-Fi,R - 17+ (violence & profanity),,https://cdn.myanimelist.net/images/anime/4/5264.jpg
10933,R-15: R15 Shounen Hyouryuuki,OVA,"Dec 13, 2011",,AIC,Unknown,"Adventure, Comedy, Romance, Ecchi",R+ - Mild Nudity,,https://cdn.myanimelist.net/images/anime/5/30175.jpg
